HS 2012 Product Code,HS 2012 Product Description,HS 2007 Product Code,HS 2007 Product Description
845019,Other,845019,"Household/laundry-type washing machines (incl. machines which both wash & dry), each of a dry linen capacity not >10kg (excl. of 8450.11 & 8450.12)"
845020,"Machines, each of a dry linen capacity exceeding 10 kg",845020,"Household/laundry-type washing machines (incl. machines which both wash & dry), each of a dry linen capacity >10kg"
845090,Parts,845090,Parts of the h-hold./laundry-type washing machines of 8450.11-8450.20
845110,Dry-cleaning machines,845110,Dry-cleaning machines
845121,Each of a dry linen capacity not exceeding 10 kg,845121,"Drying machines other than of 84.50, each of a dry linen capacity not >10kg"
845129,Other,845129,"Drying machines other than of 84.50, each of a dry linen capacity >10kg"
845130,Ironing machines and presses (including fusing presses),845130,Ironing machines & presses (incl. fusing presses)
845140,"Washing, bleaching or dyeing machines",845140,Washing/bleaching/dyeing machines
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",845150,Machines for reeling/unreeling/folding/cutting/pinking textile fabrics
845180,Other machinery,845180,Machinery (excl. of 84.50)..for washing/cleaning/wringing/dressing/finishing/coating/impregnating textile yarns/fabrics/made up textile articles & machines for applying the paste to the base fabric/other support used in manufacture of floor covering such
845190,Parts,845190,Parts of the machinery of 84.51
845210,Sewing machines of the household type,845210,Sewing machines of the h-hold. type
845221,Automatic units,845221,"Sewing machines (excl. h-hold. type; excl. book-sewing machines of 84.40), auto. units"
845229,Other,845229,"Sewing machines (excl. h-hold. type; excl. book-sewing machines of 84.40), other than auto. units"
845230,Sewing machine needles,845230,Sewing machine needles
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",845290,Parts of the sewing machines of 84.52 (excl. of 8452.30 & 8452.40)
845310,"Machinery for preparing, tanning or working hides, skins or leather",845310,Machinery for preparing/tanning/working hides/skins/leather
845320,Machinery for making or repairing footwear,845320,Machinery for making/repairing footwear
845380,Other machinery,845380,Machinery (excl. sewing machines) for making/repairing articles of hides/skins/leather other than footwear
845390,Parts,845390,Parts of the machinery of 84.53
845410,Converters,845410,Converters of a kind used in metallurgy/in metal foundries
845420,Ingot moulds and ladles,845420,Ingot moulds & ladles of a kind used in metallurgy/in metal foundries
845430,Casting machines,845430,Casting machines of a kind used in metallurgy/in metal foundries
845490,Parts,845490,"Parts of the converters, ladles, ingot moulds & casting machines of 84.54"
845510,Tube mills,845510,Tube mills
845521,Hot or combination hot and cold,845521,"Metal-rolling mills, hot/combination hot & cold"
845522,Cold,845522,"Metal-rolling mills, cold"
845530,Rolls for rolling mills,845530,Rolls for rolling mills
845590,Other parts,845590,"Parts of metal-rolling mills, other than rolls"
845610,Operated by laser or other light or photon beam processes,845610,"Machine-tools for working any material by removal of material, operated by laser/other light/photon beam processes"
845620,Operated by ultrasonic processes,845620,"Machine-tools for working any material by removal of material, operated by ultrasonic processes"
845630,Operated by electro-discharge processes,845630,"Machine-tools for working any material by removal of material, operated by electro-discharge processes"
845690,Other,845690,"Other machine-tools for working any material by removal of material, other than the ones operated by laser/other light/proton beam, ultrasonic,/electro-discharge processes."
845710,Machining centres,845710,Machining centres for working metal
845720,Unit construction machines (single station),845720,Unit construction machines (single station) for working metal
845730,Multi-station transfer machines,845730,Multi-station transfer machines for working metal
845811,Numerically controlled,845811,"Horizontal lathes (incl. turning centres) for removing metal, numerically controlled"
845819,Other,845819,"Horizontal lathes (incl. turning centres) for removing metal, other than numerically controlled"
845891,Numerically controlled,845891,"Lathes other than horizontal lathes (incl. turning centres), numerically controlled"
845899,Other,845899,"Lathes other than horizontal lathes (incl. turning centres), other than numerically controlled"
845910,Way-type unit head machines,845910,Way-type unit head machines for drilling/boring/milling/threading/tapping by removing metal
845921,Numerically controlled,845921,"Drilling machines other than way-type unit head machines, operating by removing metal, numerically controlled"
845929,Other,845929,"Drilling machines other than way-type unit head machines, operating by removing metal, other than numerically controlled"
845931,Numerically controlled,845931,"Boring-milling machines other than way-type unit head machines, operating by removing metal, numerically controlled"
845939,Other,845939,"Boring-milling machines other than way-type unit head machines, operating by removing metal, other than numerically controlled"
845940,Other boring machines,845940,"Boring machines n.e.s. in 84.59, operating by removing metal"
845951,Numerically controlled,845951,"Milling machines operating by removing metal, knee-type, numerically controlled"
845959,Other,845959,"Milling machines operating by removing metal, knee-type, other than numerically controlled"
845961,Numerically controlled,845961,"Milling machines (excl. knee type) operating by removing metal, numerically controlled"
845969,Other,845969,"Milling machines (excl. knee-type) operating by removing metal, other than numerically controlled"
845970,Other threading or tapping machines,845970,"Threading/tapping machines operating by removing metal, n.e.s. in 84.59"
846011,Numerically controlled,846011,"Flat-surface grinding machines, in which the positioning in any one axis can be set up to an accuracy of at least 0.01mm, numerically controlled"
846019,Other,846019,"Flat-surface grinding machines, in which the positioning in any one axis can be set up to an accuracy of at least 0.01mm, other than numerically controlled"
846021,Numerically controlled,846021,"Grinding machines other than flat-surface, in which the positioning in any one axis can be set up to an accuracy of at least 0.01mm, numerically controlled"
846029,Other,846029,"Grinding machines other than flat-surface, in which the positioning in any one axis can be set up to an accuracy of at least 0.01mm, other than numerically controlled"
846031,Numerically controlled,846031,"Sharpening (tool/cutter grinding) machines, numerically controlled"
846039,Other,846039,"Sharpening (tool/cutter grinding) machines, other than numerically controlled"
846040,Honing or lapping machines,846040,Honing/lapping machines
846090,Other,846090,"Machine-tools for deburring/sharpening/grinding/honing/lapping/polishing/othwise finishing metal/cermets by means of grinding stones, abrasives/polishing products, other than gear cutting, gear grinding/gear finishing  machines...n.e.s. in 84.60 "
846120,Shaping or slotting machines,846120,Shaping/slotting machines working by removing metal/cermets
846130,Broaching machines,846130,Broaching machines working by removing metal/cermets
846140,"Gear cutting, gear grinding or gear finishing machines",846140,Gear cutting/gear grinding/gear finishing machines working by removing metal/cermets
846150,Sawing or cutting-off machines,846150,Sawing/cutting-off machines working by removing metal/cermets
846190,Other,846190,"Machine-tools for planing & other machine-tools working by removing metal/cermets, n.e.s. in 84.61"
846210,Forging or die-stamping machines (including presses) and hammers,846210,Forging/die-stamping machines (incl. presses) & hammers for working metal
846221,Numerically controlled,846221,"Bending, folding, straightening/flattening machines (incl. presses) , numerically controlled."
846229,Other,846229,"Bending, folding, straightening/flattening machines (incl. presses) ,other than numerically controlled."
846231,Numerically controlled,846231,"Shearing machines for working metal, incl. presses, other than combined punching & shearing machines, numerically controlled"
846239,Other,846239,"Shearing machines for working metal, incl. presses, other than combined punching & shearing machines, other than numerically controlled"
846241,Numerically controlled,846241,"Punching/notching machines for working metal (incl. presses), incl. combined punching & shearing machines, numerically controlled"
846249,Other,846249,"Punching/notching machines for working metal (incl. presses), incl. combined punching & shearing machines, other than numerically controlled"
846291,Hydraulic presses,846291,Hydraulic presses for working metal
846299,Other,846299,"Machine-tools for working metal, n.e.s. in 84.62; presses for working metal/metal carbides, n.e.s. in 84.62"
846310,"Draw-benches for bars, tubes, profiles, wire or the like",846310,Draw-benches for bars/tubes/profiles/wire/the like
846320,Thread rolling machines,846320,"Thread rolling machines for working metal/cermets, without removing material"
846330,Machines for working wire,846330,Machines for working wire
846390,Other,846390,"Machine-tools for working metal/cermets, without removing material, n.e.s."
846410,Sawing machines,846410,Sawing machines
846420,Grinding or polishing machines,846420,Grinding/polishing machines.
846490,Other,846490,"Other Machine-tools for working stone, ceramics, concrete, asbestos-cement/like mineral materials/for cold working glass excl. sawing machines/grinding/polishing machines."
846510,Machines which can carry out different types of machining operations without tool change between such operations,846510,Machines which can carry out differenttypes of machining operations without tool change between such operations for working wood/cork/bone/hard rubber/hard plastics/similarhard materials
846591,Sawing machines,846591,Sawing machines for working wood/cork/bone/hard rubber/hard plastics/similar hard materials
846592,"Planing, milling or moulding (by cutting) machines",846592,Planing/milling/moulding (by cutting) machines for working wood/cork/bone/hard rubber/hard plastics/similar hard materials
846593,"Grinding, sanding or polishing machines",846593,Grinding/sanding/polishing machines for working wood/cork/bone/hard rubber/hard plastics/similar hard materials
846594,Bending or assembling machines,846594,Bending/assembling machines for working wood/cork/bone/hard rubber/hard plastics/similar hard materials
846595,Drilling or morticing machines,846595,Drilling/morticing machines for working wood/cork/bone/hard rubber/hard plastics/similar hard materials
846596,"Splitting, slicing or paring machines",846596,Splitting/slicing/paring machines for working wood/cork/bone/hard rubber/hard plastics/similar hard materials
846599,Other,846599,"Machine-tools (incl. machines for nailing, stapling, glueing/othw. assembling) for working wood, cork, bone, hard rubber, hard plastics/similar hard materials; other n.e.s. in 84.65"
846610,Tool holders and self-opening dieheads,846610,Tool holders & self-opening dieheads
846620,Work holders,846620,Work holders
846630,Dividing heads and other special attachments for machine-tools,846630,Dividing heads & other special attachments for machine-tools
846691,For machines of heading 84.64,846691,Parts & accessories for machines of heading 84.64
846692,For machines of heading 84.65,846692,Parts & accessories for machines of heading 84.65
846693,For machines of headings 84.56 to 84.61,846693,Parts & accessories for machines of heading 84.56 to 84.61
846694,For machines of heading 84.62 or 84.63,846694,Parts & accessories for machines of heading 84.62 to 84.63
846711,Rotary type (including combined rotary-percussion),846711,"Tools for working in the hand, pneumatic, rotary type (incl. combined rotary-percussion)"
846719,Other,846719,"Tools for working in the hand, pneumatic, other than rotary type"
846721,Drills of all kinds,846721,"Drills of all kinds, for working in the hand, with self-contained electric motor"
846722,Saws,846722,"Saws for working in the hand, with self-contained electric motor"
846729,Other,846729,"Tools for working in the hand, with self-contained electric motor (excl. drills & saws)"
846781,Chain saws,846781,Chain saws for working in the hand
846789,Other,846789,"Tools for working in the hand, hydraulic/with self-contained non-electric motor, n.e.s. in 84.67"
846791,Of chain saws,846791,Parts of chain saws
846792,Of pneumatic tools,846792,Parts of pneumatic tools
846799,Other,846799,"Parts of tools for working in the hand (excl. of chain saws, of pneumatic tools)"
846810,Hand-held blow pipes,846810,Hand-held blow pipes
846820,Other gas-operated machinery and apparatus,846820,"Gas-operated machinery & apparatus for soldering/brazing/welding, other than hand-held blow pipes, whether/not capable of cutting (excl. of 85.15)"
846880,Other machinery and apparatus,846880,"Machinery & apparatus for soldering/brazing/welding, whether/not capable of cutting (excl. of 8468.10, 8468.20 & 85.15); gas-operated surface tempering machines & appliances"
846890,Parts,846890,Parts of the machinery & apparatus of 84.68
846900,Typewriters other than printers of heading 84.43; word- processing machines.,846900,Typewriters other than printers of heading 84.43; word-processing machines.
847010,"Electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions",847010,"Electronic calculators capable of operation without an external source of electric power & pocket-size data recording, repr. & displaying machines with calculating functions"
847021,Incorporating a printing device,847021,"Digital auto. data processing machines other than those of 8470.10, incorporating a printing device"
847029,Other,847029,"Digital auto. data processing machines other than those of 8470.10, not incorporating a printing device"
847030,Other calculating machines,847030,Calculating machines (excl. of 8470.10-8470.29)
847050,Cash registers,847050,Cash registers
847090,Other,847090,"Other electronic calculating machines, n.e.s. in 84.70"
847130,"Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",847130,"Portable automatic data processing machines, weighing not more than 10 kg, consisting of a least a central processing unit, a keyboard & a display"
847141,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",847141,"Other automatic data processing machines :  Comprising in the same housing at least a central processing unit & an input & output unit, whether/not combined"
847149,"Other, presented in the form of systems",847149,"Other automatic data processing machines , presented in the form of systems."
847150,"Processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit : storage units, input units, output units",847150,"Processing units other than those of sub-heading 8471.41/8471.49, whether/not containing in the same housing one/two of the following types of unit : storage units, input units, output units"
847160,"Input or output units, whether or not containing storage units in the same housing",847160,"Input/output units, whether/not containing storage units in the same housing"
847170,Storage units,847170,Storage units
847180,Other units of automatic data processing machines,847180,"Other units of automatic data processing machines, exclud. 8471.50, 8471.60, 8471.70."
847190,Other,847190,"Magnetic/optical readers, machines for transcribing data onto data media in coded form & machines for processing such data, n.e.s."
847210,Duplicating machines,847210,Duplicating machines
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",847230,"Machines for sorting/folding mail/for inserting mail in envelopes/bands, machines for opening/closing/sealing mail & machines for affixing/cancelling postage stamps"
847290,Other,847290,"Other office machines (eg. hectograph/stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting/wrapping machines, pencil-sharpening machines, perforating/stapling machines), exclud. 8472.10 &"
847310,Parts and accessories of the machines of heading 84.69,847310,"Parts & accessories (excl. covers, carrying cases & the like) suit. for use solely/principally with the machines of 84.69"
847321,"Of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",847321,"Parts & accessories (excl. covers, carrying cases & the like) suit. for use solely/principally with the electronic calculating machines of 8470.10/8470.21/8470.29"
847329,Other,847329,"Parts & accessories (excl. covers, carrying cases & the like) suit. for use solely/principally with the machines of 84.70 other than for those headings incl. in 8473.21"
847330,Parts and accessories of the machines of heading 84.71,847330,Parts & accessories of the machines of heading 84.71
847340,Parts and accessories of the machines of heading 84.72,847340,Parts & accessories of the machines of heading 84.72
847350,Parts and accessories equally suitable for use with machines of two or more of the headings 84.69 to 84.72,847350,Parts & accessories equally suitable for use with machines of two/more of the headings 84.69 to 84.72
847410,"Sorting, screening, separating or washing machines",847410,"Sorting/screening/separating/washing machines for earth/stone/ores/other mineral substance, in solid (incl. powder/paste) form"
847420,Crushing or grinding machines,847420,"Crushing/grinding machines for earth/stone/ores/other mineral substance, in solid (incl. powder/paste) form"
847431,Concrete or mortar mixers,847431,Concrete/mortar mixers
847432,Machines for mixing mineral substances with bitumen,847432,Machines for mixing mineral substance with bitumen
847439,Other,847439,"Mixing/kneading machines for earth/stone/ores/other mineral substance, in solid (incl. powder/paste) form (excl. of 8474.31 & 8474.32)"
847480,Other machinery,847480,"Machinery for agglomerating/shaping/moulding solid mineral fuels/ceramic paste/unhardened cements/plastering materials/other mineral products in powder/paste form, machines for forming foundry moulds/sand"
847490,Parts,847490,Parts of the machinery of 84.74
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes",847510,"Machines for assembling electric/electronic lamps/tubes/valves/flashbulbs, in glass envelopes"
847521,Machines for making optical fibres and preforms thereof,847521,Machines for making optical fibres & preforms thereof
847529,Other,847529,Machines for manufacturing/hot working glass/glassware (excl. of 8475.10 & 8475.21)
847590,Parts,847590,Parts of the machines of 84.75
847621,Incorporating heating or refrigerating devices,847621,Automatic beverage-vending machines incorporating heating/refrigerating devices
847629,Other,847629,Automatic beverage-vending machines other than those incorporating heating/refrigeration devices
847681,Incorporating heating or refrigerating devices,847681,"Automatic goods-vending machines other than beverage-vending machines, incorporating heating/refrigerating devices"
847689,Other,847689,"Automatic goods-vending machines other than beverage-vending machines, other than those incorporating heating/refrigerating devices"
847690,Parts,847690,Parts of the machines of 84.76
847710,Injection-moulding machines,847710,Injection-moulding machines
847720,Extruders,847720,Extruders
847730,Blow moulding machines,847730,Blow moulding machines
847740,Vacuum moulding machines and other thermoforming machines,847740,Vacuum moulding machines & other thermoforming machines
847751,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,847751,Machinery for moulding/retreading pneumatic tyres/for moulding/othw. forming inner tubes
847759,Other,847759,"Other machinery for moulding/othw. forming, other than Machinery for moulding/retreading pneumatic tyres/for moulding/othw. forming inner tubes"
847780,Other machinery,847780," Machinery for working rubber/plastics/for the manufacture of products from these materials, not specified/incld. elsewhere in this Ch., Other machinery, n.e.s. in 84.77"
847790,Parts,847790,"Parts of Machinery for working rubber/plastics/for the manufacture of products from these materials, not specified/incld. elsewhere in this Ch.."
847810,Machinery,847810,"Machinery for preparing/making up tobacco, n.e.s. in Ch.84"
847890,Parts,847890,Parts of the machinery of 8478.10
847910,"Machinery for public works, building or the like",847910,"Machinery for public works/building/the like having individual functions, n.e.s. in Ch.84"
847920,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,847920,"Machinery for the extraction/preparation of animal/fixed vegetable fats/oils having individual functions, n.e.s. in Ch.84"
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,847930,Presses for the manufacture of particle board/fibre building board of wood/other ligneous materials & other machinery for treating wood/cork
847940,Rope or cable-making machines,847940,Rope/cable-making machines
847950,"Industrial robots, not elsewhere specified or included",847950,"Industrial robots, not elsewhere specified/incld."
847960,Evaporative air coolers,847960,Evaporative air coolers
847971,Of a kind used in airports,847989,"Other machines & mechanical appliances, other than Machines & mechanical appliances for treating metal, incl. electric wire coil-winders/Mixing/kneading/crushing/grinding/screening/sifting/homogenising/emulsifying/stirring machines"
847979,Other,847989,"Other machines & mechanical appliances, other than Machines & mechanical appliances for treating metal, incl. electric wire coil-winders/Mixing/kneading/crushing/grinding/screening/sifting/homogenising/emulsifying/stirring machines"
847981,"For treating metal, including electric wire coil-winders",847981,"Machines & mechanical appliances for treating metal, incl. electric wire coil-winders, n.e.s. in Ch.84"
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",847982,"Mixing/kneading/crushing/grinding/screening/sifting/homogenising/emulsifying/stirring machines, n.e.s. in Ch.84"
847989,Other,847989,"Other machines & mechanical appliances, other than Machines & mechanical appliances for treating metal, incl. electric wire coil-winders/Mixing/kneading/crushing/grinding/screening/sifting/homogenising/emulsifying/stirring machines"
847990,Parts,847990,"Parts of Machines & mechanical appliances having individual functions, not specified/incld. elsewhere in this Ch.."
848010,Moulding boxes for metal foundry,848010,Moulding boxes for metal foundry
848020,Mould bases,848020,Mould bases
848030,Moulding patterns,848030,Moulding patterns
848041,Injection or compression types,848041,"Moulds (excl. ingot moulds) for metal/metal carbides, injection/compression types"
848049,Other,848049,"Moulds (excl. ingot moulds) for metal/metal carbides, other than injection/compression types"
848050,Moulds for glass,848050,Moulds for glass
848060,Moulds for mineral materials,848060,Moulds for mineral materials
848071,Injection or compression types,848071,"Moulds for rubber/plastics , Injection/compression types"
848079,Other,848079,"Moulds for rubber/plastics, other than injection/compression types"
848110,Pressure-reducing valves,848110,Pressure-reducing valves for pipes/boiler shells/tanks/vats/the like
848120,Valves for oleohydraulic or pneumatic transmissions,848120,Valves for oleohydraulic/pneumatic transmissions for pipes/boiler shells/tanks/vats/the like
848130,Check (nonreturn) valves,848130,Check (nonreturn) valves for pipes/boiler shells/tanks/vats/the like
848140,Safety or relief valves,848140,Safety/relief valves for pipes/boiler shells/tanks/vats/the like
848180,Other appliances,848180,"Taps, cocks, valves & similar appliances for pipes/boiler shells/tanks/vats/the like, incl. thermostatically controlled valves, n.e.s. in 84.81"
848190,Parts,848190,Parts of the appliances of 84.81
848210,Ball bearings,848210,Ball bearings
848220,"Tapered roller bearings, including cone and tapered roller assemblies",848220,"Tapered roller bearings, incl. cone & tapered roller assemblies"
848230,Spherical roller bearings,848230,Spherical roller bearings
848240,Needle roller bearings,848240,Needle roller bearings
848250,Other cylindrical roller bearings,848250,Cylindrical roller bearings (excl. of 8482.20-8482.40)
848280,"Other, including combined ball/roller bearings",848280,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)"
848291,"Balls, needles and rollers",848291,"Balls, needles & rollers for the bearings of 8482.10-8482.80"
848299,Other,848299,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-8482.80"
848310,Transmission shafts (including cam shafts and crank shafts) and cranks,848310,Transmission shafts (incl. cam shafts & crank shafts) & cranks
848320,"Bearing housings, incorporating ball or roller bearings",848320,"Bearing housings, incorporating ball/roller bearings"
848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",848330,"Bearing housings, not incorporating ball/roller bearings; plain shaft bearings"
848340,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters",848340,"Gears&gearing(excl. toothed wheels, chain sprockets&other transmission elements presented sep.); ball/roller screws; gear boxes&other speed changers, incl. torque converters"
848350,"Flywheels and pulleys, including pulley blocks",848350,"Flywheels & pulleys, incl. pulley blocks"
848360,Clutches and shaft couplings (including universal joints),848360,Clutches & shaft couplings (incl. universal joints)
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts",848390,"Toothed wheels, chain sprockets & other transmission elements presented sep.; parts"
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,848410,Gaskets & similar joints of metal sheeting combined with other material/of 2/more layers of metal
848420,Mechanical seals,848420,Mechanical seals
848490,Other,848490,"Sets/assortments of gaskets & similar joints, dissimilar in composition, put up in pouches/envelopes/similar packings"
848610,Machines and apparatus for the manufacture of boules or wafers,848610,Machines & apparatus for the manufacture of boules/wafers
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,848620,Machines & apparatus for the manufacture of semiconductor devices/of electronic integrated circuits
848630,Machines and apparatus for the manufacture of flat panel displays,848630,Machines & apparatus for the manufacture of flat panel displays
848640,Machines and apparatus specified in Note 9 (C) to this Chapter,848640,Machines & apparatus specified in Note 9 (C) to this Ch.
848690,Parts and accessories,848690,"Parts & accessories of machines & apparatus of a kind used solely/principally for the manufacture of semiconductor boules/wafers, semiconductor devices, electronic integrated circuits/flat panel displays; machines & apparatus specified in Note 9 (C) to t"
848710,Ships' or boats' propellers and blades therefor,848710,Ships'/boats' propellers & blades therefor
848790,Other,848790,"Machinery parts, not containing electrical connectors, insulators, coils, contacts/other electrical features, not specified/incld. elsewhere in this Ch., other than Ships'/boats' propellers & blades therefor"
850110,Motors of an output not exceeding 37.5 W,850110,Electric motors of an output not >37.5W
850120,Universal AC/DC motors of an output exceeding 37.5 W,850120,Universal AC/DC motors of an output >37.5 W
850131,Of an output not exceeding 750 W,850131,"DC motors (excl. universal AC/DC motors); DC generators (excl. generating sets), of an output not >750W"
850132,Of an output exceeding 750 W but not exceeding 75 kW,850132,"DC motors (excl. universal AC/DC motors); DC generators (excl. generating sets), of an output >750W but not >75 kW"
850133,Of an output exceeding 75 kW but not exceeding 375 kW,850133,"DC motors (excl. universal AC/DC motors); DC generators (excl. generating sets), of an output >75kW but not >375kW"
850134,Of an output exceeding 375 kW,850134,"DC motors (excl. universal AC/DC motors); DC generators (excl. generating sets), of an output >375kW"
850140,"Other AC motors, single-phase",850140,"AC motors (excl. of 8501.10 & 8501.20), single-phase"
850151,Of an output not exceeding 750 W,850151,"AC motors (excl. of 8501.10 & 8501.20), multi-phase, of an output not >750W"
850152,Of an output exceeding 750 W but not exceeding 75 kW,850152,"AC motors (excl. of 8501.10 & 8501.20), multi-phase, of an output >750W but not >75kW"
850153,Of an output exceeding 75 kW,850153,"AC motors (excl. of 8501.10 & 8501.20), multi-phase, of an output >75kW"
850161,Of an output not exceeding 75 kVA,850161,"AC generators (alternators), of an output not >75kVA"
850162,Of an output exceeding 75 kVA but not exceeding 375 kVA,850162,"AC generators (alternators), of an output >75kVA but not >375kVA"
850163,Of an output exceeding 375 kVA but not exceeding 750 kVA,850163,"AC generators (alternators), of an output >375kVA but not >750kVA"
850164,Of an output exceeding 750 kVA,850164,"AC generators (alternators), of an output >750kVA"
850211,Of an output not exceeding 75 kVA,850211,"Electric generating sets with C-I internal combustion piston engines (diesel/semi-diesel engines), of an output not >75kVA"
850212,Of an output exceeding 75 kVA but not exceeding 375 kVA,850212,"Electric generating sets with C-I internal combustion piston engines (diesel/semi-diesel engines), of an output >75kVA but not >375kVA"
850213,Of an output exceeding 375 kVA,850213,"Electric generating sets with C-I internal combustion piston engines (diesel/semi-diesel engines), of an output >375kVA"
850220,Generating sets with spark-ignition internal combustion piston engines,850220,Electric generating sets with spark-ignition internal combustion piston engines
850231,Wind-powered,850231,Wind-powered electric generating sets
850239,Other,850239,Electric generating sets n.e.s. in 85.02
850240,Electric rotary converters,850240,Electric rotary converters
850300,Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,850300,Parts suit. for use solely/principally with the machines of 85.01/85.02
850410,Ballasts for discharge lamps or tubes,850410,Ballasts for discharge lamps/tubes
850421,Having a power handling capacity not exceeding 650 kVA,850421,Liquid dielectric transformers having a power handling capacity not >650kVA
850422,"Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",850422,Liquid dielectric transformers having a power handling capacity >650kVA but not >10000kVA
850423,"Having a power handling capacity exceeding 10,000 kVA",850423,Liquid dielectric transformers having a power handling capacity >10000kVA
850431,Having a power handling capacity not exceeding 1 kVA,850431,Electrical transformers (excl. dielectric) having a power handling capacity not >1kVA
850432,Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,850432,Electrical transformers (excl. dielectric) having a power handling capacity >1kVA but not >16kVA
850433,Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,850433,Electrical transformers (excl. dielectric) having a power handling capacity >16 kVA but not >500kVA
850434,Having a power handling capacity exceeding 500 kVA,850434,Electrical transformers (excl. dielectric) having a power handling capacity >500kVA
850440,Static converters,850440,Static converters
850450,Other inductors,850450,"Inductors, n.e.s. (excl. for cathode ray tubes)"
850490,Parts,850490,Parts of the machines of 85.04
850511,Of metal,850511,"Permanent magnets & articles intended to become permanent magnets after magnetisation, of metal"
850519,Other,850519,"Permanent magnets & articles intended to become permanent magnets after magnetisation, other than of metal"
850520,"Electro-magnetic couplings, clutches and brakes",850520,"Electro-magnetic couplings, clutches & brakes"
850590,"Other, including parts",850590,"Other, incl. parts of electro-magnets; electro-magnetic/permanent magnet chucks, clamps & similar holding devices; electro-magnetic lifting heads"
850610,Manganese dioxide,850610,"Primary cells & primary batteries, manganese dioxide"
850630,Mercuric oxide,850630,"Primary cells & primary batteries, mercuric oxide"
850640,Silver oxide,850640,"Primary cells & primary batteries, silver oxide"
850650,Lithium,850650,"Primary cells & primary batteries, lithium"
850660,Air-zinc,850660,"Primary cells & primary batteries, air-zinc"
850680,Other primary cells and primary batteries,850680,Primary cells & primary batteries n.e.s. in 85.06
850690,Parts,850690,Parts of the primary cells & primary batteries of 85.06
850710,"Lead-acid, of a kind used for starting piston engines",850710,"Electric accumulators, incl. separators therefor, whether/not rectangular (incl. square), lead-acid, of a kind used for starting piston engines"
850720,Other lead-acid accumulators,850720,"Electric accumulators, incl. separators therefor, whether/not rectangular (incl. square), lead-acid (excl. of 8507.10)"
850730,Nickel-cadmium,850730,"Electric accumulators, incl. separators therefor, whether/not rectangular (incl. square), nickel-cadmium"
850740,Nickel-iron,850740,"Electric accumulators, incl. separators therefor, whether/not rectangular (incl. square), nickel-iron"
850750,Nickel-metal hydride,850780,"Electric accumulators, incl. separators therefor, whether/not rectangular (incl. square), n.e.s. in 85.07"
850760,Lithium-ion,850780,"Electric accumulators, incl. separators therefor, whether/not rectangular (incl. square), n.e.s. in 85.07"
850780,Other accumulators,850780,"Electric accumulators, incl. separators therefor, whether/not rectangular (incl. square), n.e.s. in 85.07"
850790,Parts,850790,Parts of the electric accumulators & separators therefor of 85.07
850811,"Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",850811,"Vacuum cleaners, with self-contained electric motor,  Of a power not > 1,500 W & having a dust bag/other receptacle capacity not > 20 l"
850819,Other,850819,"Vacuum cleaners, with self-contained electric motor, other than of 8508.11"
850860,Other vacuum cleaners,850860,"Other vacuum cleaners,not with self-contained electric motor"
850870,Parts,850870,Parts of vacuum cleaners
850940,Food grinders and mixers; fruit or vegetable juice extractors,850940,"Food grinders & mixers; fruit/vegetable juice extractors, domestic, with self-contained electric motor"
850980,Other appliances,850980,"Food grinders & mixers; fruit/vegetable juice extractors, domestic, with self-contained electric motor"
850990,Parts,850990,"Parts of electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08."
851010,Shavers,851010,"Shavers, with self-contained electric motor"
851020,Hair clippers,851020,"Hair clippers, with self-contained electric motor"
851030,Hair-removing appliances,851030,"Hair-removing appliances, with self-contained electric motor"
