HS - Combined  Product Code,HS - Combined  Product Description,HS 2017 Product Code,HS 2017 Product Description
841950,841950 --  - Heat-exchange units,841950,Heat exchange units; not used for domestic purposes
841960,841960 --  - Machinery for liquefying air or other gases,841960,"Machinery; for liquefying air or gas, not used for domestic purposes"
841981,841981 --  -- For making hot drinks or for cooking or heating food,841981,"Machinery, plant and equipment; for making hot drinks, for cooking or heating food"
841989,841989 --  -- Other,841989,"Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food"
841990,841990 --  - Parts,841990,"Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature"
842010,842010 --  - Calendering or other rolling machines,842010,"Machines; calendering or other rolling machines, for other than metal or glass"
842091,842091 --  -- Cylinders,842091,"Machines; parts, cylinders for calendering or other rolling machines, for other than metal or glass"
842099,842099 --  -- Other,842099,"Machines; parts, (other than cylinders), for calendering or other rolling machines, for other than metal or glass"
842111,842111 --  -- Cream separators,842111,Centrifuges; cream separators
842112,842112 --  -- Clothes dryers,842112,Centrifuges; clothes-dryers
842119,842119 --  -- Other,842119,"Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)"
842121,842121 --  -- For filtering or purifying water,842121,Machinery; for filtering or purifying water
842122,842122 --  -- For filtering or purifying beverages other than water,842122,Machinery; for filtering or purifying beverages other than water
842123,842123 --  -- Oil or petrol filters for internal combustion engines,842123,"Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines"
842129,842129 --  -- Other,842129,"Machinery; for filtering or purifying liquids, n.e.c. in item no. 8421.2"
842131,842131 --  -- Intake air filters for internal combustion engines,842131,Machinery; intake air filters for internal combustion engines
842132,"842132 -- (2022) -- Machinery; catalytic converters or particulate filters, whether or not combined, for purifying or filtering exhaust gases from internal combustion engines",842139,"Machinery; for filtering or purifying gases, other than intake air filters for internal combustion engines"
842139,842139 --  -- Other,842139,"Machinery; for filtering or purifying gases, other than intake air filters for internal combustion engines"
842191,"842191 --  -- Of centrifuges, including centrifugal dryers",842191,"Centrifuges; parts thereof, including parts for centrifugal dryers"
842199,842199 --  -- Other,842199,Machinery; parts for filtering or purifying liquids or gases
842211,842211 --  -- Of the household type,842211,Dish washing machines; of the household type
842219,842219 --  -- Other,842219,Dish washing machines; of other than household type
842220,842220 --  - Machinery for cleaning or drying bottles or other containers,842220,Machinery; for cleaning or drying bottles or other containers
842230,"842230 --  - Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages",842230,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages"
842240,842240 --  - Other packing or wrapping machinery (including heat-shrink wrapping machinery),842240,Machinery; for packing or wrapping
842290,842290 --  - Parts,842290,Machinery; parts of machinery of heading no. 8422
842310,"842310 --  - Personal weighing machines, including baby scales; household scales",842310,Weighing machines; personal (including baby scales) and household scales
842320,842320 --  - Scales for continuous weighing of goods on conveyors,842320,Weighing machines; scales for continuous weighing of goods on conveyors
842330,"842330 --  - Constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales",842330,"Weighing machines; constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales"
842381,842381 --  -- Having a maximum weighing capacity not exceeding 30 kg,842381,Weighing machines; having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better)
842382,842382 --  -- Having a maximum weighing capacity exceeding 30 kg but not exceeding 5000 kg,842382,Weighing machines; having a maximum weighing capacity exceeding 30kg but not exceeding 5000kg
842389,842389 --  -- Other,842389,Weighing machines; having a maximum weighing capacity exceeding 5000kg
842390,842390 --  - Weighing machine weights of all kinds; parts of weighing machinery,842390,"Weighing machines; weights of all kinds, parts of weighing machinery"
842410,"842410 --  - Fire extinguishers, whether or not charged",842410,Fire extinguishers; whether or not charged
842420,842420 --  - Spray guns and similar appliances,842420,Spray guns and similar appliances
842430,842430 --  - Steam or sandblasting machines and similar jet projecting machines,842430,Mechanical appliances; steam or sand blasting machines and similar jet projecting machines
842441,842441 -- (2017-) -- Portable sprayers,842441,Mechanical appliances; agricultural or horticultural sprayers; portable sprayers
842449,842449 -- (2017-) -- Other,842449,Mechanical appliances; agricultural or horticultural sprayers; other than portable sprayers
842482,842482 -- (2017-) -- Agricultural or horticultural,842482,"Mechanical appliances; agricultural or horticultural, n.e.c. in heading 8424"
842489,842489 --  -- Other,842489,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated"
842490,842490 --  - Parts,842490,"Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated"
842511,842511 --  -- Powered by electric motor,842511,Pulley tackle and hoists; powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)
842519,842519 --  -- Other,842519,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)
842531,842531 --  -- Powered by electric motor,842531,Winches; capstans; powered by an electric motor
842539,842539 --  -- Other,842539,Winches; capstans; not powered by an electric motor
842541,842541 --  -- Built-in jacking systems of a type used in garages,842541,"Jacks; built-in jacking systems of a type used in garages, for raising vehicles"
842542,"842542 --  -- Other jacks and hoists, hydraulic",842542,"Jacks and hoists; hydraulic, of a kind used for raising vehicles"
842549,842549 --  -- Other,842549,"Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles"
842611,842611 --  -- Overhead travelling cranes on fixed support,842611,Cranes; overhead travelling cranes on fixed support
842612,842612 --  -- Mobile lifting frames on tyres and straddle carriers,842612,Cranes; mobile lifting frames on tyres and straddle carriers
842619,842619 --  -- Other,842619,"Cranes; transporter, gantry and bridge cranes"
842620,842620 --  - Tower cranes,842620,Cranes; tower cranes
842630,842630 --  - Portal or pedestal jib cranes,842630,Cranes; portal or pedestal jib cranes
842641,842641 --  -- On tyres,842641,"Cranes; self-propelled derricks and cranes, on tyres, n.e.c. in heading no. 8426"
842649,842649 --  -- Other,842649,"Cranes; self-propelled derricks and cranes, not on tyres, n.e.c. in heading no. 8426"
842691,842691 --  -- Designed for mounting on road vehicles,842691,Cranes and derricks; designed for mounting on road vehicles
842699,842699 --  -- Other,842699,"Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426"
842710,842710 --  - Self-propelled trucks powered by an electric motor,842710,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor"
842720,842720 --  - Other self-propelled trucks,842720,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor"
842790,842790 --  - Other trucks,842790,"Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled"
842810,842810 --  - Lifts and skip hoists,842810,Lifts and skip hoists
842820,842820 --  - Pneumatic elevators and conveyors,842820,Elevators and conveyors; pneumatic
842831,842831 --  -- Specially designed for underground use,842831,"Elevators and conveyors; continuous-action, for goods and materials, specially designed for underground use, n.e.c. in item no. 8428.20"
842832,"842832 --  -- Other, bucket type",842832,"Elevators and conveyors; continuous-action, for goods or materials, bucket type, n.e.c. in item no. 8428.20 or 8428.31"
842833,"842833 --  -- Other, belt type",842833,"Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31"
842839,842839 --  -- Other,842839,"Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33"
842840,842840 --  - Escalators and moving walkways,842840,Escalators and moving walkways
842860,"842860 --  - Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",842860,"Teleferics, chair-lifts, ski-draglines, traction mechanisms for funiculars"
842870,842870 -- (2022) -- Industrial robots,842890,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428"
842890,842890 --  - Other machinery,842890,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428"
842911,842911 --  -- Track laying,842911,"Bulldozers and angledozers; self-propelled, track laying"
842919,842919 --  -- Other,842919,"Bulldozers and angledozers; self-propelled, other than track laying"
842920,842920 --  - Graders and levellers,842920,Graders and levellers
842930,842930 --  - Scrapers,842930,Scrapers; self-propelled
842940,842940 --  - Tamping machines and roadrollers,842940,Tamping machines and road rollers; self-propelled
842951,842951 --  -- Front-end shovel loaders,842951,Front-end shovel loaders
842952,842952 --  -- Machinery with a 360° revolving superstructure,842952,"Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure"
842959,842959 --  -- Other,842959,"Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50"
843010,843010 --  - Piledrivers and pile extractors,843010,Pile-drivers and pile-extractors
843020,843020 --  - Snowploughs and snowblowers,843020,Snow-ploughs and snow-blowers
843031,843031 --  -- Self-propelled,843031,Coal or rock cutters and tunnelling machinery; self-propelled
843039,843039 --  -- Other,843039,Coal or rock cutters and tunnelling machinery; not self-propelled
843041,843041 --  -- Self-propelled,843041,"Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430"
843049,843049 --  -- Other,843049,Boring and sinking machinery; not self-propelled
843050,"843050 --  - Other machinery, self-propelled",843050,"Machinery; for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430"
843061,843061 --  -- Tamping or compacting machinery,843061,"Machinery; for tamping or compacting, not self-propelled"
843069,843069 --  -- Other,843069,"Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30"
843110,843110 --  - Of machinery of heading 8425,843110,Machinery; parts of the machinery of heading no. 8425
843120,843120 --  - Of machinery of heading 8427,843120,Machinery; parts of the machinery of heading no. 8427
843131,"843131 --  -- Of lifts, skip hoists or escalators",843131,"Lifts, skip hoists or escalators; parts thereof"
843139,843139 --  -- Other,843139,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)"
843141,"843141 --  -- Buckets, shovels, grabs and grips",843141,"Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430"
843142,843142 --  -- Bulldozer or angledozer blades,843142,Machinery parts; bulldozer or angledozer blades
843143,843143 --  -- Parts for boring or sinking machinery of subheading 843041 or 843049,843143,Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41
843149,843149 --  -- Other,843149,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431"
843210,843210 --  - Ploughs,843210,Ploughs; for soil preparation
843221,843221 --  -- Disc harrows,843221,Harrows; disc harrows
843229,843229 --  -- Other,843229,"Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes"
843231,"843231 -- (2017-) -- No-till direct seeders, planters and transplanters",843231,"Seeders, planters and transplanters; no-till direct seeders, planters and transplanters"
843239,843239 -- (2017-) -- Other,843239,"Seeders, planters and transplanters; other than no-till direct seeders, planters and transplanters"
843241,843241 -- (2017-) -- Manure spreaders,843241,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; manure spreaders"
843242,843242 -- (2017-) -- Fertiliser distributors,843242,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; fertiliser distributors"
843280,843280 --  - Other machinery,843280,Rollers; for lawns or sports-grounds
843290,843290 --  - Parts,843290,Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds
843311,"843311 --  -- Powered, with the cutting device rotating in a horizontal plane",843311,"Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane"
843319,843319 --  -- Other,843319,"Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane"
843320,"843320 --  - Other mowers, including cutter bars for tractor mounting",843320,Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting)
843330,843330 --  - Other haymaking machinery,843330,Haymaking machinery
843340,"843340 --  - Straw or fodder balers, including pick-up balers",843340,"Balers; straw or fodder balers, including pick-up balers"
843351,843351 --  -- Combine harvester-threshers,843351,Combine harvester-threshers
843352,843352 --  -- Other threshing machinery,843352,Threshing machinery; other than combine harvester-threshers
843353,843353 --  -- Root or tuber harvesting machines,843353,Harvesting machinery; for roots or tubers
843359,843359 --  -- Other,843359,Harvesting machinery; n.e.c. in heading no. 8433
843360,"843360 --  - Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce",843360,"Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce"
843390,843390 --  - Parts,843390,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers"
843410,843410 --  - Milking machines,843410,Milking machines
843420,843420 --  - Dairy machinery,843420,Dairy machinery
843490,843490 --  - Parts,843490,Milking machines and dairy machinery; parts thereof
843510,843510 --  - Machinery,843510,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages"
843590,843590 --  - Parts,843590,"Presses, crushers and similar machinery; parts, used in the manufacture of wine, cider, fruit juices or similar beverages"
843610,843610 --  - Machinery for preparing animal feedingstuffs,843610,Machinery; for preparing animal feeding stuffs
843621,843621 --  -- Poultry incubators and brooders,843621,Poultry incubators and brooders
843629,843629 --  -- Other,843629,Poultry-keeping machinery; other than incubators and brooders
843680,843680 --  - Other machinery,843680,"Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436"
843691,843691 --  -- Of poultry-keeping machinery or poultry incubators and brooders,843691,Machinery; parts of poultry-keeping machinery or poultry incubators and brooders
843699,843699 --  -- Other,843699,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436"
843710,"843710 --  - Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",843710,"Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables"
843780,843780 --  - Other machinery,843780,"Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery"
843790,843790 --  - Parts,843790,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)"
843810,"843810 --  - Bakery machinery and machinery for the manufacture of macaroni, spaghetti or similar products",843810,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products"
843820,"843820 --  - Machinery for the manufacture of confectionery, cocoa or chocolate",843820,"Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate"
843830,843830 --  - Machinery for sugar manufacture,843830,"Machinery; industrial, for sugar manufacture"
843840,843840 --  - Brewery machinery,843840,"Machinery; industrial, brewery machinery"
843850,843850 --  - Machinery for the preparation of meat or poultry,843850,"Machinery; industrial, for the preparation of meat or poultry"
843860,"843860 --  - Machinery for the preparation of fruits, nuts or vegetables",843860,"Machinery; industrial, for the preparation of fruits, nuts or vegetables"
843880,843880 --  - Other machinery,843880,"Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438"
843890,843890 --  - Parts,843890,Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink
843910,843910 --  - Machinery for making pulp of fibrous cellulosic material,843910,Machinery; for making pulp of fibrous cellulosic material
843920,843920 --  - Machinery for making paper or paperboard,843920,Machinery; for making paper or paperboard
843930,843930 --  - Machinery for finishing paper or paperboard,843930,Machinery; for finishing paper or paperboard
843991,843991 --  -- Of machinery for making pulp of fibrous cellulosic material,843991,Machinery; parts of machinery for making pulp of fibrous cellulosic material
843999,843999 --  -- Other,843999,Machinery; parts of machinery for making or finishing paper or paperboard
844010,844010 --  - Machinery,844010,Book-binding machinery; including book-sewing machines
844090,844090 --  - Parts,844090,"Book-binding machinery; including book-sewing machines, parts thereof"
844110,844110 --  - Cutting machines,844110,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard"
844120,"844120 --  - Machines for making bags, sacks or envelopes",844120,"Machines; for making bags, sacks or envelopes of paper pulp, paper or paperboard"
844130,"844130 --  - Machines for making cartons, boxes, cases, tubes, drums or similar containers, other than by moulding",844130,"Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard"
844140,"844140 --  - Machines for moulding articles in paper pulp, paper or paperboard",844140,"Machines; for moulding articles, in paper pulp, paper or paperboard"
844180,844180 --  - Other machinery,844180,"Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard"
844190,844190 --  - Parts,844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds"
844230,"844230 --  - Machinery, apparatus and equipment",844230,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components"
844240,"844240 --  - Parts of the foregoing machinery, apparatus or equipment",844240,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof"
844250,"844250 --  - Plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished)",844250,"Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)"
844311,"844311 --  -- Offset printing machinery, reel fed",844311,"Printing machinery; offset, reel-fed"
844312,"844312 --  -- Offset printing machinery, sheet fed, office type (using sheets with one side not exceeding 22 cm and the other side not exceeding 36 cm in the unfolded state)",844312,"Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)"
844313,844313 -- (2007-) -- Other offset printing machinery,844313,"Printing machinery; offset, n.e.c. in item no. 8443.1"
844314,"844314 -- (2007-) -- Letterpress printing machinery, reel fed, excluding flexographic printing",844314,"Printing machinery; letterpress, reel-fed, excluding flexographic printing"
844315,"844315 -- (2007-) -- Letterpress printing machinery, other than reel fed, excluding flexographic printing",844315,"Printing machinery; letterpress, other than reel-fed, excluding flexographic printing"
844316,844316 -- (2007-) -- Flexographic printing machinery,844316,Printing machinery; flexographic
844317,844317 -- (2007-) -- Gravure printing machinery,844317,Printing machinery; gravure
844319,844319 --  -- Other,844319,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1"
844331,"844331 -- (2007-) -- Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data-processing machine or to a network",844331,"Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network"
844332,"844332 -- (2007-) -- Other, capable of connecting to an automatic data-processing machine or to a network",844332,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network"
844339,844339 -- (2007-) -- Other,844339,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network"
844391,"844391 -- (2007-) -- Parts and accessories of printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442",844391,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories"
844399,844399 -- (2007-) -- Other,844399,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91"
844400,"844400 --  Machines for extruding, drawing, texturing or cutting man-made textile materials",844400,"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials"
844511,844511 --  -- Carding machines,844511,Textile machinery; carding machines for preparing textile fibres
844512,844512 --  -- Combing machines,844512,Textile machinery; combing machines for preparing textile fibres
844513,844513 --  -- Drawing or roving machines,844513,Textile machinery; drawing or roving machines for preparing textile fibres
844519,844519 --  -- Other,844519,"Textile machinery; n.e.c. in heading no. 8445, for preparing textile fibres"
844520,844520 --  - Textile spinning machines,844520,Textile machinery; spinning machines
844530,844530 --  - Textile doubling or twisting machines,844530,Textile machinery; doubling or twisting machines
844540,844540 --  - Textile winding (including weft-winding) or reeling machines,844540,Textile machinery; winding (including weft-winding) or reeling machines
844590,844590 --  - Other,844590,Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445
844610,844610 --  - For weaving fabrics of a width not exceeding 30 cm,844610,Weaving machines (looms); for weaving fabrics of a width 30cm or less
844621,844621 --  -- Power looms,844621,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, power looms"
844629,844629 --  -- Other,844629,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms"
844630,"844630 --  - For weaving fabrics of a width exceeding 30 cm, shuttleless type",844630,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type"
844711,844711 --  -- With cylinder diameter not exceeding 165 mm,844711,"Knitting machines; circular, with cylinder diameter not exceeding 165mm"
844712,844712 --  -- With cylinder diameter exceeding 165 mm,844712,"Knitting machines; circular, with cylinder diameter exceeding 165mm"
844720,844720 --  - Flat knitting machines; stitch-bonding machines,844720,"Knitting machines; flat, stitch-bonding machines"
844790,844790 --  - Other,844790,"Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting"
844811,"844811 --  -- Dobbies and jacquards; card-reducing, copying, punching or assembling machines for use therewith",844811,"Machinery, auxiliary; dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith"
844819,844819 --  -- Other,844819,"Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11"
844820,844820 --  - Parts and accessories of machines of heading 8444 or of their auxiliary machinery,844820,Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444
844831,844831 --  -- Card clothing,844831,"Machines, card clothing; parts and accessories"
844832,"844832 --  -- Of machines for preparing textile fibres, other than card clothing",844832,"Machines; parts and accessories of machines or auxiliary machinery for preparing textile fibres, other than card clothing"
844833,"844833 --  -- Spindles, spindle flyers, spinning rings and ring travellers",844833,"Machines; parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers"
844839,844839 --  -- Other,844839,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.c. in item no. 8448.3"
844842,"844842 --  -- Reeds for looms, healds and heald-frames",844842,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof, reeds for looms, healds and heald-frames"
844849,844849 --  -- Other,844849,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof n.e.c. in item no. 8448.4"
844851,"844851 --  -- Sinkers, needles and other articles used in forming stitches",844851,"Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches"
844859,844859 --  -- Other,844859,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches"
844900,"844900 --  Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats",844900,"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats"
845011,845011 --  -- Fully-automatic machines,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)"
845012,"845012 --  -- Other machines, with built-in centrifugal drier",845012,"Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg"
845019,845019 --  -- Other,845019,"Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg"
845020,"845020 --  - Machines, each of a dry linen capacity exceeding 10 kg",845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg"
845090,845090 --  - Parts,845090,Washing machines; parts for household or laundry-type
845110,845110 --  - Dry-cleaning machines,845110,Dry-cleaning machines
845121,845121 --  -- Each of a dry linen capacity not exceeding 10 kg,845121,Drying machines; of a dry linen capacity not exceeding 10kg
845129,845129 --  -- Other,845129,Drying machines; of a dry linen capacity exceeding 10kg
845130,845130 --  - Ironing machines and presses (including fusing presses),845130,Ironing machines and presses (including fusing presses)
845140,"845140 --  - Washing, bleaching or dyeing machines",845140,"Machines; for washing, bleaching or dyeing"
845150,"845150 --  - Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",845150,"Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics"
845180,845180 --  - Other machinery,845180,"Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings"
845190,845190 --  - Parts,845190,"Machinery; parts, of the machinery of heading no. 8451"
845210,845210 --  - Sewing machines of the household type,845210,Sewing machines; of the household type
845221,845221 --  -- Automatic units,845221,"Sewing machines; (not household type), automatic units"
845229,845229 --  -- Other,845229,Sewing machines; not household or automatic unit type
845230,845230 --  - Sewing machine needles,845230,Sewing machine needles
845290,"845290 --  - Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",845290,"Sewing machines; furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines"
845310,"845310 --  - Machinery for preparing, tanning or working hides, skins or leather",845310,"Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines"
845320,845320 --  - Machinery for making or repairing footwear,845320,"Machinery; for making or repairing footwear, other than sewing machines"
845380,845380 --  - Other machinery,845380,"Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines"
845390,845390 --  - Parts,845390,"Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines"
845410,845410 --  - Converters,845410,Converters; of a type used in metallurgy or in metal foundries
845420,845420 --  - Ingot moulds and ladles,845420,Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries
845430,845430 --  - Casting machines,845430,Casting machines; of a kind used in metallurgy or in metal foundries
845490,845490 --  - Parts,845490,"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries"
845510,845510 --  - Tube mills,845510,Metal-rolling mills; tube mills
845521,845521 --  -- Hot or combination hot and cold,845521,Metal-rolling mills; hot or combination hot and cold rolling mills
845522,845522 --  -- Cold,845522,Metal-rolling mills; cold
845530,845530 --  - Rolls for rolling mills,845530,Metal-rolling mills; rolls thereof
845590,845590 --  - Other parts,845590,Metal-rolling mills; parts thereof
845611,845611 -- (2017-) -- Operated by laser,845611,Machine-tools; for working any material by removal of material; operated by laser
845612,845612 -- (2017-) -- Operated by other light or photon beam processes,845612,Machine-tools; for working any material by removal of material; operated by other light or photon beam processes (not laser)
845620,845620 --  - Operated by ultrasonic processes,845620,"Machine-tools; for working any material by removal of material, operated by ultrasonic processes"
845630,845630 --  - Operated by electrodischarge processes,845630,"Machine-tools; for working any material by removal of material, operated by electro-discharge processes"
845640,845640 -- (2017-) - Operated by plasma arc processes,845640,Machine tools; for working any material by removal of material; operated by plasma arc processes;
845650,845650 -- (2017-) - Water-jet cutting machines,845650,Machine tools; for working any material by removal of material; operated by water-jet cutting machines
845690,845690 --  - Other,845690,Machine tools; for working any material by removal of material; operated by other processes n.e.c. in heading 8456
845710,845710 --  - Machining centres,845710,Machining centres; for working metal
845720,845720 --  - Unit construction machines (single station),845720,"Machines; unit construction machines (single station), for working metal"
845730,845730 --  - Multi-station transfer machines,845730,"Metal machines; multi-station transfer machines, for working metal"
845811,845811 --  -- Numerically controlled,845811,"Lathes; for removing metal, horizontal, numerically controlled"
845819,845819 --  -- Other,845819,"Lathes; for removing metal, horizontal, other than numerically controlled"
845891,845891 --  -- Numerically controlled,845891,"Lathes; for removing metal, numerically controlled, other than horizontal lathes"
845899,845899 --  -- Other,845899,"Lathes; for removing metal, other than horizontal or numerically controlled lathes"
845910,845910 --  - Way-type unit head machines,845910,"Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458"
845921,845921 --  -- Numerically controlled,845921,"Machine-tools; for drilling by removing metal, numerically controlled"
845929,845929 --  -- Other,845929,"Machine-tools; for drilling by removing metal, other than numerically controlled"
845931,845931 --  -- Numerically controlled,845931,"Machine-tools; for boring-milling by removing metal, numerically controlled"
845939,845939 --  -- Other,845939,"Machine-tools; for boring-milling by removing metal, other than numerically controlled"
845941,845941 -- (2017-) -- Numerically controlled,845941,"Machine-tools; for boring by removing metal, numerically controlled boring machines, n.e.c. in heading 8459"
