HS - Combined  Product Code,HS - Combined  Product Description,HS 2012 Product Code,HS 2012 Product Description
520513,"520513 --  -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)",520513,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)
520514,"520514 --  -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)",520514,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)
520515,520515 --  -- Measuring less than 125 decitex (exceeding 80 metric number),520515,Measuring less than 125 decitex (exceeding 80 metric number)
520521,"520521 --  -- Measuring 714,29 decitex or more (not exceeding 14 metric number)",520521,Measuring 714.29 decitex or more (not exceeding 14 metric number)
520522,"520522 --  -- Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)",520522,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)
520523,"520523 --  -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)",520523,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)
520524,"520524 --  -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)",520524,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)
520526,"520526 -- (1996-) -- Measuring less than 125 decitex but not less than 106,38 decitex (exceeding 80 metric number but not exceeding 94 metric number)",520526,Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number)
520527,"520527 -- (1996-) -- Measuring less than 106,38 decitex but not less than 83,33 decitex (exceeding 94 metric number but not exceeding 120 metric number)",520527,Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number)
520528,"520528 -- (1996-) -- Measuring less than 83,33 decitex (exceeding 120 metric number)",520528,Measuring less than 83.33 decitex (exceeding 120 metric number)
520531,"520531 --  -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)",520531,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)
520532,"520532 --  -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)",520532,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)
520533,"520533 --  -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)",520533,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)
520534,"520534 --  -- Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)",520534,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)
520535,520535 --  -- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),520535,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
520541,"520541 --  -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)",520541,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)
520542,"520542 --  -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)",520542,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)
520543,"520543 --  -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)",520543,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)
520544,"520544 --  -- Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)",520544,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)
520546,"520546 -- (1996-) -- Measuring per single yarn less than 125 decitex but not less than 106,38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn)",520546,Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn)
520547,"520547 -- (1996-) -- Measuring per single yarn less than 106,38 decitex but not less than 83,33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn)",520547,Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn)
520548,"520548 -- (1996-) -- Measuring per single yarn less than 83,33 decitex (exceeding 120 metric number per single yarn)",520548,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn)
520611,"520611 --  -- Measuring 714,29 decitex or more (not exceeding 14 metric number)",520611,Measuring 714.29 decitex or more (not exceeding 14 metric number)
520612,"520612 --  -- Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)",520612,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)
520613,"520613 --  -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)",520613,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)
520614,"520614 --  -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)",520614,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)
520615,520615 --  -- Measuring less than 125 decitex (exceeding 80 metric number),520615,Measuring less than 125 decitex (exceeding 80 metric number)
520621,"520621 --  -- Measuring 714,29 decitex or more (not exceeding 14 metric number)",520621,Measuring 714.29 decitex or more (not exceeding 14 metric number)
520622,"520622 --  -- Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)",520622,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)
520623,"520623 --  -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)",520623,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)
520624,"520624 --  -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)",520624,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)
520625,520625 --  -- Measuring less than 125 decitex (exceeding 80 metric number),520625,Measuring less than 125 decitex (exceeding 80 metric number)
520631,"520631 --  -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)",520631,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)
520632,"520632 --  -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)",520632,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)
520633,"520633 --  -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)",520633,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)
520634,"520634 --  -- Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)",520634,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)
520635,520635 --  -- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),520635,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
520641,"520641 --  -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)",520641,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)
520642,"520642 --  -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)",520642,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)
520643,"520643 --  -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)",520643,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)
520644,"520644 --  -- Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)",520644,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)
520645,520645 --  -- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),520645,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
520710,520710 --  - Containing 85 % or more by weight of cotton,520710,Containing 85 % or more by weight of cotton
520790,520790 --  - Other,520790,Other
520811,"520811 --  -- Plain weave, weighing not more than 100 g/m²",520811,"Plain weave, weighing not more than 100 g/m2"
520812,"520812 --  -- Plain weave, weighing more than 100 g/m²",520812,"Plain weave, weighing more than 100 g/m2"
520813,"520813 --  -- 3-thread or 4-thread twill, including cross twill",520813,"3-thread or 4-thread twill, including cross twill"
520819,520819 --  -- Other fabrics,520819,Other fabrics
520821,"520821 --  -- Plain weave, weighing not more than 100 g/m²",520821,"Plain weave, weighing not more than 100 g/m2"
520822,"520822 --  -- Plain weave, weighing more than 100 g/m²",520822,"Plain weave, weighing more than 100 g/m2"
520823,"520823 --  -- 3-thread or 4-thread twill, including cross twill",520823,"3-thread or 4-thread twill, including cross twill"
520829,520829 --  -- Other fabrics,520829,Other fabrics
520831,"520831 --  -- Plain weave, weighing not more than 100 g/m²",520831,"Plain weave, weighing not more than 100 g/m2"
520832,"520832 --  -- Plain weave, weighing more than 100 g/m²",520832,"Plain weave, weighing more than 100 g/m2"
520833,"520833 --  -- 3-thread or 4-thread twill, including cross twill",520833,"3-thread or 4-thread twill, including cross twill"
520839,520839 --  -- Other fabrics,520839,Other fabrics
520841,"520841 --  -- Plain weave, weighing not more than 100 g/m²",520841,"Plain weave, weighing not more than 100 g/m2"
520842,"520842 --  -- Plain weave, weighing more than 100 g/m²",520842,"Plain weave, weighing more than 100 g/m2"
520843,"520843 --  -- 3-thread or 4-thread twill, including cross twill",520843,"3-thread or 4-thread twill, including cross twill"
520849,520849 --  -- Other fabrics,520849,Other fabrics
520851,"520851 --  -- Plain weave, weighing not more than 100 g/m²",520851,"Plain weave, weighing not more than 100 g/m2"
520852,"520852 --  -- Plain weave, weighing more than 100 g/m²",520852,"Plain weave, weighing more than 100 g/m2"
520859,520859 --  -- Other fabrics,520859,Other fabrics
520911,520911 --  -- Plain weave,520911,Plain weave
520912,"520912 --  -- 3-thread or 4-thread twill, including cross twill",520912,"3-thread or 4-thread twill, including cross twill"
520919,520919 --  -- Other fabrics,520919,Other fabrics
520921,520921 --  -- Plain weave,520921,Plain weave
520922,"520922 --  -- 3-thread or 4-thread twill, including cross twill",520922,"3-thread or 4-thread twill, including cross twill"
520929,520929 --  -- Other fabrics,520929,Other fabrics
520931,520931 --  -- Plain weave,520931,Plain weave
520932,"520932 --  -- 3-thread or 4-thread twill, including cross twill",520932,"3-thread or 4-thread twill, including cross twill"
520939,520939 --  -- Other fabrics,520939,Other fabrics
520941,520941 --  -- Plain weave,520941,Plain weave
520942,520942 --  -- Denim,520942,Denim
520943,"520943 --  -- Other fabrics of 3-thread or 4-thread twill, including cross twill",520943,"Other fabrics of 3-thread or 4-thread twill, including cross twill"
520949,520949 --  -- Other fabrics,520949,Other fabrics
520951,520951 --  -- Plain weave,520951,Plain weave
520952,"520952 --  -- 3-thread or 4-thread twill, including cross twill",520952,"3-thread or 4-thread twill, including cross twill"
520959,520959 --  -- Other fabrics,520959,Other fabrics
521011,521011 --  -- Plain weave,521011,Plain weave
521019,521019 --  -- Other fabrics,521019,Other fabrics
521021,521021 --  -- Plain weave,521021,Plain weave
521029,521029 --  -- Other fabrics,521029,Other fabrics
521031,521031 --  -- Plain weave,521031,Plain weave
521032,"521032 --  -- 3-thread or 4-thread twill, including cross twill",521032,"3-thread or 4-thread twill, including cross twill"
521039,521039 --  -- Other fabrics,521039,Other fabrics
521041,521041 --  -- Plain weave,521041,Plain weave
521049,521049 --  -- Other fabrics,521049,Other fabrics
521051,521051 --  -- Plain weave,521051,Plain weave
521059,521059 --  -- Other fabrics,521059,Other fabrics
521111,521111 --  -- Plain weave,521111,Plain weave
521112,"521112 --  -- 3-thread or 4-thread twill, including cross twill",521112,"3-thread or 4-thread twill, including cross twill"
521119,521119 --  -- Other fabrics,521119,Other fabrics
521120,521120 -- (2007-) - Bleached,521120,Bleached
521131,521131 --  -- Plain weave,521131,Plain weave
521132,"521132 --  -- 3-thread or 4-thread twill, including cross twill",521132,"3-thread or 4-thread twill, including cross twill"
521139,521139 --  -- Other fabrics,521139,Other fabrics
521141,521141 --  -- Plain weave,521141,Plain weave
521142,521142 --  -- Denim,521142,Denim
521143,"521143 --  -- Other fabrics of 3-thread or 4-thread twill, including cross twill",521143,"Other fabrics of 3-thread or 4-thread twill, including cross twill"
521149,521149 --  -- Other fabrics,521149,Other fabrics
521151,521151 --  -- Plain weave,521151,Plain weave
521152,"521152 --  -- 3-thread or 4-thread twill, including cross twill",521152,"3-thread or 4-thread twill, including cross twill"
521159,521159 --  -- Other fabrics,521159,Other fabrics
521211,521211 --  -- Unbleached,521211,Unbleached
521212,521212 --  -- Bleached,521212,Bleached
521213,521213 --  -- Dyed,521213,Dyed
521214,521214 --  -- Of yarns of different colours,521214,Of yarns of different colours
521215,521215 --  -- Printed,521215,Printed
521221,521221 --  -- Unbleached,521221,Unbleached
521222,521222 --  -- Bleached,521222,Bleached
521223,521223 --  -- Dyed,521223,Dyed
521224,521224 --  -- Of yarns of different colours,521224,Of yarns of different colours
521225,521225 --  -- Printed,521225,Printed
530110,"530110 --  - Flax, raw or retted",530110,"Flax, raw or retted"
530121,530121 --  -- Broken or scutched,530121,Broken or scutched
530129,530129 --  -- Other,530129,Other
530130,530130 --  - Flax tow and waste,530130,Flax tow and waste
530210,"530210 --  - True hemp, raw or retted",530210,"True hemp, raw or retted"
530290,530290 --  - Other,530290,Other
530310,"530310 --  - Jute and other textile bast fibres, raw or retted",530310,"Jute and other textile bast fibres, raw or retted"
530390,530390 --  - Other,530390,Other
530500,"530500 -- (2007-) Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)."
530610,530610 --  - Single,530610,Single
530620,530620 --  - Multiple (folded) or cabled,530620,Multiple (folded) or cabled
530710,530710 --  - Single,530710,Single
530720,530720 --  - Multiple (folded) or cabled,530720,Multiple (folded) or cabled
530810,530810 --  - Coir yarn,530810,Coir yarn
530820,530820 --  - True hemp yarn,530820,True hemp yarn
530890,530890 --  - Other,530890,Other
530911,530911 --  -- Unbleached or bleached,530911,Unbleached or bleached
530919,530919 --  -- Other,530919,Other
530921,530921 --  -- Unbleached or bleached,530921,Unbleached or bleached
530929,530929 --  -- Other,530929,Other
531010,531010 --  - Unbleached,531010,Unbleached
531090,531090 --  - Other,531090,Other
531100,531100 --  Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn,531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.
540110,540110 --  - Of synthetic filaments,540110,Of synthetic filaments
540120,540120 --  - Of artificial filaments,540120,Of artificial filaments
540211,540211 -- (2007-) -- Of aramids,540211,Of aramids
540219,540219 -- (2007-) -- Other,540219,Other
540220,"540220 --  - High tenacity yarn of polyesters, whether or not textured",540220,High tenacity yarn of polyesters
540231,"540231 --  -- Of nylon or other polyamides, measuring per single yarn not more than 50 tex",540231,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex"
540232,"540232 --  -- Of nylon or other polyamides, measuring per single yarn more than 50 tex",540232,"Of nylon or other polyamides, measuring per single yarn more than 50 tex"
540233,540233 --  -- Of polyesters,540233,Of polyesters
540234,540234 -- (2007-) -- Of polypropylene,540234,Of polypropylene
540239,540239 --  -- Other,540239,Other
540244,540244 -- (2007-) -- Elastomeric,540244,Elastomeric
540245,"540245 -- (2007-) -- Other, of nylon or other polyamides",540245,"Other, of nylon or other polyamides"
540246,"540246 -- (2007-) -- Other, of polyesters, partially oriented",540246,"Other, of polyesters, partially oriented"
540247,"540247 -- (2007-) -- Other, of polyesters",540247,"Other, of polyesters"
540248,"540248 -- (2007-) -- Other, of polypropylene",540248,"Other, of polypropylene"
540249,540249 --  -- Other,540249,Other
540251,540251 --  -- Of nylon or other polyamides,540251,Of nylon or other polyamides
540252,540252 --  -- Of polyesters,540252,Of polyesters
540259,540259 --  -- Other,540259,Other
540261,540261 --  -- Of nylon or other polyamides,540261,Of nylon or other polyamides
540262,540262 --  -- Of polyesters,540262,Of polyesters
540269,540269 --  -- Other,540269,Other
540310,540310 --  - High-tenacity yarn of viscose rayon,540310,High tenacity yarn of viscose rayon
540331,"540331 --  -- Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre",540331,"Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre"
540332,"540332 --  -- Of viscose rayon, with a twist exceeding 120 turns per metre",540332,"Of viscose rayon, with a twist exceeding 120 turns per metre"
540333,540333 --  -- Of cellulose acetate,540333,Of cellulose acetate
540339,540339 --  -- Other,540339,Other
540341,540341 --  -- Of viscose rayon,540341,Of viscose rayon
540342,540342 --  -- Of cellulose acetate,540342,Of cellulose acetate
540349,540349 --  -- Other,540349,Other
540411,540411 -- (2007-) -- Elastomeric,540411,Elastomeric
540412,"540412 -- (2007-) -- Other, of polypropylene",540412,"Other, of polypropylene"
540419,540419 -- (2007-) -- Other,540419,Other
540490,540490 --  - Other,540490,Other
540500,"540500 --  Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw), of artificial textile materials, of an apparent width not exceeding 5 mm",540500,"Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm."
540600,"540600 -- (2007-) Man-made filament yarn (other than sewing thread), put up for retail sale",540600,"Man-made filament yarn (other than sewing thread), put up for retail sale."
540710,540710 --  - Woven fabrics obtained from high-tenacity yarn of nylon or other polyamides or of polyesters,540710,Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters
540720,540720 --  - Woven fabrics obtained from strip or the like,540720,Woven fabrics obtained from strip or the like
540730,540730 --  - Fabrics specified in note 9 to Section XI,540730,Fabrics specified in Note 9 to Section XI
540741,540741 --  -- Unbleached or bleached,540741,Unbleached or bleached
540742,540742 --  -- Dyed,540742,Dyed
540743,540743 --  -- Of yarns of different colours,540743,Of yarns of different colours
540744,540744 --  -- Printed,540744,Printed
540751,540751 --  -- Unbleached or bleached,540751,Unbleached or bleached
540752,540752 --  -- Dyed,540752,Dyed
540753,540753 --  -- Of yarns of different colours,540753,Of yarns of different colours
540754,540754 --  -- Printed,540754,Printed
540761,540761 -- (1996-) -- Containing 85 % or more by weight of non-textured polyester filaments,540761,Containing 85 % or more by weight of non-textured polyester filaments
540769,540769 -- (1996-) -- Other,540769,Other
540771,540771 --  -- Unbleached or bleached,540771,Unbleached or bleached
540772,540772 --  -- Dyed,540772,Dyed
540773,540773 --  -- Of yarns of different colours,540773,Of yarns of different colours
540774,540774 --  -- Printed,540774,Printed
540781,540781 --  -- Unbleached or bleached,540781,Unbleached or bleached
540782,540782 --  -- Dyed,540782,Dyed
540783,540783 --  -- Of yarns of different colours,540783,Of yarns of different colours
540784,540784 --  -- Printed,540784,Printed
540791,540791 --  -- Unbleached or bleached,540791,Unbleached or bleached
540792,540792 --  -- Dyed,540792,Dyed
540793,540793 --  -- Of yarns of different colours,540793,Of yarns of different colours
540794,540794 --  -- Printed,540794,Printed
540810,540810 --  - Woven fabrics obtained from high-tenacity yarn of viscose rayon,540810,Woven fabrics obtained from high tenacity yarn of viscose rayon
540821,540821 --  -- Unbleached or bleached,540821,Unbleached or bleached
540822,540822 --  -- Dyed,540822,Dyed
540823,540823 --  -- Of yarns of different colours,540823,Of yarns of different colours
540824,540824 --  -- Printed,540824,Printed
540831,540831 --  -- Unbleached or bleached,540831,Unbleached or bleached
540832,540832 --  -- Dyed,540832,Dyed
540833,540833 --  -- Of yarns of different colours,540833,Of yarns of different colours
540834,540834 --  -- Printed,540834,Printed
550110,550110 --  - Of nylon or other polyamides,550110,Of nylon or other polyamides
550111,"550111 -- (2022) -- Fibres; synthetic filament tow, of nylon or other polyamides, of aramids",550110,Of nylon or other polyamides
550119,"550119 -- (2022) -- Fibres; synthetic filament tow, of nylon or other polyamides, of other than aramids",550110,Of nylon or other polyamides
550120,550120 --  - Of polyesters,550120,Of polyesters
550130,550130 --  - Acrylic or modacrylic,550130,Acrylic or modacrylic
550140,550140 -- (2007-) - Of polypropylene,550140,Of polypropylene
550190,550190 --  - Other,550190,Other
550200,550200 -- (-2016) Artificial filament tow.,550200,Artificial filament tow.
550311,550311 -- (2007-) -- Of aramids,550311,Of aramids
550319,550319 -- (2007-) -- Other,550319,Other
550320,550320 --  - Of polyesters,550320,Of polyesters
550330,550330 --  - Acrylic or modacrylic,550330,Acrylic or modacrylic
550340,550340 --  - Of polypropylene,550340,Of polypropylene
550390,550390 --  - Other,550390,Other
550410,550410 --  - Of viscose rayon,550410,Of viscose rayon
550490,550490 --  - Other,550490,Other
550510,550510 --  - Of synthetic fibres,550510,Of synthetic fibres
550520,550520 --  - Of artificial fibres,550520,Of artificial fibres
550610,550610 --  - Of nylon or other polyamides,550610,Of nylon or other polyamides
550620,550620 --  - Of polyesters,550620,Of polyesters
550630,550630 --  - Acrylic or modacrylic,550630,Acrylic or modacrylic
550690,550690 --  - Other,550690,Other
550700,"550700 --  Artificial staple fibres, carded, combed or otherwise processed for spinning",550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning."
550810,550810 --  - Of synthetic staple fibres,550810,Of synthetic staple fibres
550820,550820 --  - Of artificial staple fibres,550820,Of artificial staple fibres
550911,550911 --  -- Single yarn,550911,Single yarn
550912,550912 --  -- Multiple (folded) or cabled yarn,550912,Multiple (folded) or cabled yarn
550921,550921 --  -- Single yarn,550921,Single yarn
550922,550922 --  -- Multiple (folded) or cabled yarn,550922,Multiple (folded) or cabled yarn
550931,550931 --  -- Single yarn,550931,Single yarn
550932,550932 --  -- Multiple (folded) or cabled yarn,550932,Multiple (folded) or cabled yarn
550941,550941 --  -- Single yarn,550941,Single yarn
550942,550942 --  -- Multiple (folded) or cabled yarn,550942,Multiple (folded) or cabled yarn
550951,550951 --  -- Mixed mainly or solely with artificial staple fibres,550951,Mixed mainly or solely with artificial staple fibres
550952,550952 --  -- Mixed mainly or solely with wool or fine animal hair,550952,Mixed mainly or solely with wool or fine animal hair
550953,550953 --  -- Mixed mainly or solely with cotton,550953,Mixed mainly or solely with cotton
550959,550959 --  -- Other,550959,Other
550961,550961 --  -- Mixed mainly or solely with wool or fine animal hair,550961,Mixed mainly or solely with wool or fine animal hair
550962,550962 --  -- Mixed mainly or solely with cotton,550962,Mixed mainly or solely with cotton
550969,550969 --  -- Other,550969,Other
550991,550991 --  -- Mixed mainly or solely with wool or fine animal hair,550991,Mixed mainly or solely with wool or fine animal hair
550992,550992 --  -- Mixed mainly or solely with cotton,550992,Mixed mainly or solely with cotton
550999,550999 --  -- Other,550999,Other
551011,551011 --  -- Single yarn,551011,Single yarn
551012,551012 --  -- Multiple (folded) or cabled yarn,551012,Multiple (folded) or cabled yarn
551020,"551020 --  - Other yarn, mixed mainly or solely with wool or fine animal hair",551020,"Other yarn, mixed mainly or solely with wool or fine animal hair"
551030,"551030 --  - Other yarn, mixed mainly or solely with cotton",551030,"Other yarn, mixed mainly or solely with cotton"
551090,551090 --  - Other yarn,551090,Other yarn
551110,"551110 --  - Of synthetic staple fibres, containing 85 % or more by weight of such fibres",551110,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres"
551120,"551120 --  - Of synthetic staple fibres, containing less than 85 % by weight of such fibres",551120,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres"
551130,551130 --  - Of artificial staple fibres,551130,Of artificial staple fibres
551211,551211 --  -- Unbleached or bleached,551211,Unbleached or bleached
551219,551219 --  -- Other,551219,Other
551221,551221 --  -- Unbleached or bleached,551221,Unbleached or bleached
551229,551229 --  -- Other,551229,Other
551291,551291 --  -- Unbleached or bleached,551291,Unbleached or bleached
551299,551299 --  -- Other,551299,Other
551311,"551311 --  -- Of polyester staple fibres, plain weave",551311,"Of polyester staple fibres, plain weave"
551312,"551312 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551312,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551313,551313 --  -- Other woven fabrics of polyester staple fibres,551313,Other woven fabrics of polyester staple fibres
551319,551319 --  -- Other woven fabrics,551319,Other woven fabrics
551321,"551321 --  -- Of polyester staple fibres, plain weave",551321,"Of polyester staple fibres, plain weave"
551323,551323 --  -- Other woven fabrics of polyester staple fibres,551323,Other woven fabrics of polyester staple fibres
551329,551329 --  -- Other woven fabrics,551329,Other woven fabrics
551331,"551331 --  -- Of polyester staple fibres, plain weave",551331,"Of polyester staple fibres, plain weave"
551339,551339 --  -- Other woven fabrics,551339,Other woven fabrics
551341,"551341 --  -- Of polyester staple fibres, plain weave",551341,"Of polyester staple fibres, plain weave"
551349,551349 --  -- Other woven fabrics,551349,Other woven fabrics
551411,"551411 --  -- Of polyester staple fibres, plain weave",551411,"Of polyester staple fibres, plain weave"
551412,"551412 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551412,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551419,551419 --  -- Other woven fabrics,551419,Other woven fabrics
551421,"551421 --  -- Of polyester staple fibres, plain weave",551421,"Of polyester staple fibres, plain weave"
551422,"551422 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551422,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551423,551423 --  -- Other woven fabrics of polyester staple fibres,551423,Other woven fabrics of polyester staple fibres
551429,551429 --  -- Other woven fabrics,551429,Other woven fabrics
551430,551430 -- (2007-) - Of yarns of different colours,551430,Of yarns of different colours
551441,"551441 --  -- Of polyester staple fibres, plain weave",551441,"Of polyester staple fibres, plain weave"
551442,"551442 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551442,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551443,551443 --  -- Other woven fabrics of polyester staple fibres,551443,Other woven fabrics of polyester staple fibres
551449,551449 --  -- Other woven fabrics,551449,Other woven fabrics
551511,551511 --  -- Mixed mainly or solely with viscose rayon staple fibres,551511,Mixed mainly or solely with viscose rayon staple fibres
551512,551512 --  -- Mixed mainly or solely with man-made filaments,551512,Mixed mainly or solely with man-made filaments
551513,551513 --  -- Mixed mainly or solely with wool or fine animal hair,551513,Mixed mainly or solely with wool or fine animal hair
551519,551519 --  -- Other,551519,Other
